Date,Close
2/12/2019,165.04
2/13/2019,164.07
2/14/2019,163.95
2/15/2019,162.5
2/19/2019,162.29
2/20/2019,162.56
2/21/2019,160.04
2/22/2019,161.89
2/25/2019,164.62
2/26/2019,164.13
2/27/2019,162.81
2/28/2019,161.45
3/1/2019,162.28
3/4/2019,167.37
3/5/2019,171.26
3/6/2019,172.51
3/7/2019,169.13
3/8/2019,169.6
3/11/2019,172.07
3/12/2019,171.92
3/13/2019,173.37
3/14/2019,170.17
3/15/2019,165.98
3/18/2019,160.47
3/19/2019,161.57
3/20/2019,165.44
3/21/2019,166.08
3/22/2019,164.34
3/25/2019,166.29
3/26/2019,167.68
3/27/2019,165.87
3/28/2019,165.55
3/29/2019,166.69
4/1/2019,168.7
4/2/2019,174.2
4/3/2019,173.54
4/4/2019,176.02
4/5/2019,175.72
4/8/2019,174.93
4/9/2019,177.58
4/10/2019,177.82
4/11/2019,177.51
4/12/2019,179.1
4/15/2019,179.65
4/16/2019,178.87
4/17/2019,178.78
4/18/2019,178.28
4/22/2019,181.44
4/23/2019,183.78
4/24/2019,182.58
4/25/2019,193.26
4/26/2019,191.49
4/29/2019,194.78
4/30/2019,193.4
5/1/2019,193.03
5/2/2019,192.53
5/3/2019,195.47
5/6/2019,193.88
5/7/2019,189.77
5/8/2019,189.54
5/9/2019,188.65
5/10/2019,188.34
5/13/2019,181.54
5/14/2019,180.73
5/15/2019,186.27
5/16/2019,186.99
5/17/2019,185.3
5/20/2019,182.72
5/21/2019,184.82
5/22/2019,185.32
5/23/2019,180.87
5/24/2019,181.06
5/28/2019,184.31
5/29/2019,182.19
5/30/2019,183.01
5/31/2019,177.47
6/3/2019,164.15
6/4/2019,167.5
6/5/2019,168.17
6/6/2019,168.33
6/7/2019,173.35
6/10/2019,174.82
6/11/2019,178.1
6/12/2019,175.04
6/13/2019,177.47
6/14/2019,181.33
6/17/2019,189.01
6/18/2019,188.47
6/19/2019,187.48
6/20/2019,189.53
6/21/2019,191.14
6/24/2019,192.6
6/25/2019,188.84
6/26/2019,187.66
6/27/2019,189.5
6/28/2019,193
7/1/2019,193
7/2/2019,195
7/3/2019,197.2
7/5/2019,196.4
7/8/2019,195.76
7/9/2019,199.21
7/10/2019,202.73
7/11/2019,201.23
7/12/2019,204.87
7/15/2019,203.91
7/16/2019,203.84
7/17/2019,201.8
7/18/2019,200.78
7/19/2019,198.36
7/22/2019,202.32
7/23/2019,202.36
7/24/2019,204.66
7/25/2019,200.71
7/26/2019,199.75
7/29/2019,195.94
7/30/2019,197.04
7/31/2019,194.23
8/1/2019,192.73
