Date,Close
2/12/2019,109.2
2/13/2019,110.2
2/14/2019,110.66
2/15/2019,112.59
2/19/2019,113.51
2/20/2019,113.68
2/21/2019,114.29
2/22/2019,115.25
2/25/2019,113.59
2/26/2019,113.5
2/27/2019,112.78
2/28/2019,112.84
3/1/2019,114.01
3/4/2019,114.33
3/5/2019,114
3/6/2019,114.85
3/7/2019,114.01
3/8/2019,113.81
3/11/2019,114.75
3/12/2019,114.73
3/13/2019,114.09
3/14/2019,114.48
3/15/2019,114.96
3/18/2019,113.12
3/19/2019,110
3/20/2019,109.99
3/21/2019,108.66
3/22/2019,108.23
3/25/2019,107.79
3/26/2019,110.14
3/27/2019,110.28
3/28/2019,110.71
3/29/2019,111.03
4/1/2019,112.51
4/2/2019,111.96
4/3/2019,112.52
4/4/2019,114.75
4/5/2019,115
4/8/2019,114.96
4/9/2019,116.86
4/10/2019,117.16
4/11/2019,116.6
4/12/2019,130.06
4/15/2019,132.04
4/16/2019,129.9
4/17/2019,131.75
4/18/2019,132.45
4/22/2019,131.68
4/23/2019,133.36
4/24/2019,135.1
4/25/2019,137.24
4/26/2019,139.92
4/29/2019,139.3
4/30/2019,136.97
5/1/2019,136.38
5/2/2019,134.14
5/3/2019,134.33
5/6/2019,135
5/7/2019,133.44
5/8/2019,134.99
5/9/2019,133.59
5/10/2019,134.04
5/13/2019,131.34
5/14/2019,133.2
5/15/2019,134.68
5/16/2019,135.5
5/17/2019,135.04
5/20/2019,133.91
5/21/2019,134.09
5/22/2019,133.85
5/23/2019,132.73
5/24/2019,132.79
5/28/2019,132.62
5/29/2019,131.57
5/30/2019,132.2
5/31/2019,132.04
6/3/2019,132.47
6/4/2019,134.82
6/5/2019,135.94
6/6/2019,137.21
6/7/2019,138.04
6/10/2019,137.07
6/11/2019,135.08
6/12/2019,135.72
6/13/2019,141.74
6/14/2019,141.65
6/17/2019,140.97
6/18/2019,139.24
6/19/2019,140.92
6/20/2019,142.02
6/21/2019,140.23
6/24/2019,139.22
6/25/2019,139.94
6/26/2019,140.4
6/27/2019,139.3
6/28/2019,139.64
7/1/2019,141.65
7/2/2019,142.53
7/3/2019,142.98
7/5/2019,142.45
7/8/2019,141.02
7/9/2019,141.61
7/10/2019,143.54
7/11/2019,143.56
7/12/2019,144.88
7/15/2019,145.06
7/16/2019,144.3
7/17/2019,142.57
7/18/2019,141.63
7/19/2019,139.85
7/22/2019,140.84
7/23/2019,141.26
7/24/2019,141.29
7/25/2019,143.21
7/26/2019,144.65
7/29/2019,146.39
7/30/2019,144.93
7/31/2019,143.01
8/1/2019,141.85
8/2/2019,141.71
8/5/2019,138.3
8/6/2019,141.87
8/7/2019,134.86
8/8/2019,137.89
8/9/2019,138.52
8/12/2019,135.75
8/13/2019,137.01
8/14/2019,132.85
8/15/2019,133.41
8/16/2019,135.2
8/19/2019,135.29
8/20/2019,135.13
8/21/2019,135.76
8/22/2019,136.08
8/23/2019,131.67
8/26/2019,134.61
8/27/2019,134.49
8/28/2019,136.55
8/29/2019,137.84
8/30/2019,137.26
9/3/2019,136.31
9/4/2019,137.89
9/5/2019,138.84
9/6/2019,139.55
9/9/2019,138.83
9/10/2019,135.79
9/11/2019,136.19
9/12/2019,137.5
9/13/2019,138.02
9/16/2019,135.8
9/17/2019,136.31
9/18/2019,136.8
9/19/2019,133.3
9/20/2019,132.27
9/23/2019,132.46
9/24/2019,131.97
9/25/2019,133.09
9/26/2019,131.27
9/27/2019,129.96
9/30/2019,130.32
10/1/2019,129.55
10/2/2019,129.14
10/3/2019,128.15
10/4/2019,130.27
10/7/2019,130.9
10/8/2019,128.47
10/9/2019,129.33
10/10/2019,129.34
10/11/2019,130.02
10/14/2019,129.7
10/15/2019,129.76
10/16/2019,130.86
10/17/2019,132.37
10/18/2019,130.89
10/21/2019,130.26
10/22/2019,132.4
10/23/2019,131.13
10/24/2019,130.26
10/25/2019,130.9
10/28/2019,130.53
10/29/2019,129.48
10/30/2019,129.6
10/31/2019,129.92
11/1/2019,132.75
11/4/2019,132.92
11/5/2019,131.45
11/6/2019,131.27
11/7/2019,132.96
11/8/2019,137.96
11/11/2019,136.74
11/12/2019,138.58
11/13/2019,148.72
11/14/2019,147.15
11/15/2019,144.67
11/18/2019,147.65
11/19/2019,148.38
11/20/2019,146.93
11/21/2019,146.9
11/22/2019,148.29
11/25/2019,149.69
11/26/2019,151.64
11/27/2019,151.48
11/29/2019,151.58
12/2/2019,150.62
12/3/2019,148.58
12/4/2019,148.28
12/5/2019,147.44
12/6/2019,147.66
12/9/2019,146.21
12/10/2019,146.1
12/11/2019,147.59
12/12/2019,147.76
12/13/2019,146.38
12/16/2019,148.46
12/17/2019,147.73
12/18/2019,146.26
12/19/2019,146.15
12/20/2019,146.88
12/23/2019,144.68
12/24/2019,145.29
12/26/2019,145.7
12/27/2019,145.75
12/30/2019,143.77
12/31/2019,144.63
1/2/2020,148.2
1/3/2020,146.5
1/6/2020,145.65
1/7/2020,145.7
1/8/2020,145.4
1/9/2020,144.83
1/10/2020,144.62
1/13/2020,143.88
1/14/2020,145.2
1/15/2020,144.32
1/16/2020,145.12
1/17/2020,144.33
1/21/2020,143.56
1/22/2020,144.01
1/23/2020,142.2
1/24/2020,140.08
1/27/2020,135.9
1/28/2020,138.37
1/29/2020,136.06
1/30/2020,137.81
1/31/2020,138.31
2/3/2020,141.32
2/4/2020,144.73
2/5/2020,141.37
2/6/2020,142.7
2/7/2020,141.02
2/10/2020,142.59
2/11/2020,141.01
2/12/2020,141.85
2/13/2020,140.9
2/14/2020,139.54
2/18/2020,139.14
2/19/2020,141.3
2/20/2020,140.37
2/21/2020,138.97
2/24/2020,133.01
2/25/2020,128.19
2/26/2020,123.36
2/27/2020,118.04
2/28/2020,117.65
3/2/2020,119.98
3/3/2020,116.45
3/4/2020,119.18
3/5/2020,113.98
3/6/2020,115.27
3/9/2020,104.35
3/10/2020,111.46
3/11/2020,105.51
3/12/2020,91.81
3/13/2020,102.52
3/16/2020,95.01
3/17/2020,93.53
3/18/2020,88.8
3/19/2020,94.93
3/20/2020,85.98
3/23/2020,85.76
3/24/2020,98.12
3/25/2020,100.73
3/26/2020,105.36
3/27/2020,96.4
3/30/2020,99.8
3/31/2020,96.6
4/1/2020,94.92
4/2/2020,96.97
4/3/2020,93.88
4/6/2020,99.58
4/7/2020,101.24
4/8/2020,101.07
4/9/2020,104.5
4/13/2020,103.5
4/14/2020,106.03
4/15/2020,103.37
4/16/2020,102.02
4/17/2020,106.63
4/20/2020,102.26
4/21/2020,100.54
4/22/2020,100.99
4/23/2020,101
4/24/2020,101.19
4/27/2020,106.06
4/28/2020,106.21
4/29/2020,112.25
4/30/2020,108.15
5/1/2020,105.5
5/4/2020,103.18
5/5/2020,101.06
5/6/2020,100.88
5/7/2020,105.57
5/8/2020,109.16
5/11/2020,107.77
5/12/2020,104.56
5/13/2020,102.92
