Date,Close
2/12/2019,1121.37
2/13/2019,1120.16
2/14/2019,1121.67
2/15/2019,1113.65
2/19/2019,1118.56
2/20/2019,1113.8
2/21/2019,1096.97
2/22/2019,1110.37
2/25/2019,1109.4
2/26/2019,1115.13
2/27/2019,1116.05
2/28/2019,1119.92
3/1/2019,1140.99
3/4/2019,1147.8
3/5/2019,1162.03
3/6/2019,1157.86
3/7/2019,1143.3
3/8/2019,1142.32
3/11/2019,1175.76
3/12/2019,1193.2
3/13/2019,1193.32
3/14/2019,1185.55
3/15/2019,1184.46
3/18/2019,1184.26
3/19/2019,1198.85
3/20/2019,1223.97
3/21/2019,1231.54
3/22/2019,1205.5
3/25/2019,1193
3/26/2019,1184.62
3/27/2019,1173.02
3/28/2019,1168.49
3/29/2019,1173.31
4/1/2019,1194.43
4/2/2019,1200.49
4/3/2019,1205.92
4/4/2019,1215
4/5/2019,1207.15
4/8/2019,1203.84
4/9/2019,1197.25
4/10/2019,1202.16
4/11/2019,1204.62
4/12/2019,1217.87
4/15/2019,1221.1
4/16/2019,1227.13
4/17/2019,1236.34
4/18/2019,1236.37
4/22/2019,1248.84
4/23/2019,1264.55
4/24/2019,1256
4/25/2019,1263.45
4/26/2019,1272.18
4/29/2019,1287.58
4/30/2019,1188.48
5/1/2019,1168.08
5/2/2019,1162.61
5/3/2019,1185.4
5/6/2019,1189.39
5/7/2019,1174.1
5/8/2019,1166.27
5/9/2019,1162.38
5/10/2019,1164.27
5/13/2019,1132.03
5/14/2019,1120.44
5/15/2019,1164.21
5/16/2019,1178.98
5/17/2019,1162.3
5/20/2019,1138.85
5/21/2019,1149.63
5/22/2019,1151.42
5/23/2019,1140.77
5/24/2019,1133.47
5/28/2019,1134.15
5/29/2019,1116.46
5/30/2019,1117.95
5/31/2019,1103.63
6/3/2019,1036.23
6/4/2019,1053.05
6/5/2019,1042.22
6/6/2019,1044.34
6/7/2019,1066.04
6/10/2019,1080.38
6/11/2019,1078.72
6/12/2019,1077.03
6/13/2019,1088.77
6/14/2019,1085.35
6/17/2019,1092.5
6/18/2019,1103.6
6/19/2019,1102.33
6/20/2019,1111.42
6/21/2019,1121.88
6/24/2019,1115.52
6/25/2019,1086.35
6/26/2019,1079.8
6/27/2019,1076.01
6/28/2019,1080.91
7/1/2019,1097.95
7/2/2019,1111.25
7/3/2019,1121.58
7/5/2019,1131.59
7/8/2019,1116.35
7/9/2019,1124.83
7/10/2019,1140.48
7/11/2019,1144.21
7/12/2019,1144.9
7/15/2019,1150.34
7/16/2019,1153.58
7/17/2019,1146.35
7/18/2019,1146.33
7/19/2019,1130.1
7/22/2019,1138.07
7/23/2019,1146.21
7/24/2019,1137.81
7/25/2019,1132.12
7/26/2019,1250.41
7/29/2019,1239.41
7/30/2019,1225.14
7/31/2019,1216.68
8/1/2019,1209.01
8/2/2019,1193.99
8/5/2019,1152.32
8/6/2019,1169.95
8/7/2019,1173.99
8/8/2019,1204.8
8/9/2019,1188.01
8/12/2019,1174.71
8/13/2019,1197.27
8/14/2019,1164.29
8/15/2019,1167.26
8/16/2019,1177.6
8/19/2019,1198.45
8/20/2019,1182.69
8/21/2019,1191.25
8/22/2019,1189.53
8/23/2019,1151.29
8/26/2019,1168.89
8/27/2019,1167.84
8/28/2019,1171.02
8/29/2019,1192.85
8/30/2019,1188.1
9/3/2019,1168.39
9/4/2019,1181.41
9/5/2019,1211.38
9/6/2019,1204.93
9/9/2019,1204.41
9/10/2019,1206
9/11/2019,1220.17
9/12/2019,1234.25
9/13/2019,1239.56
9/16/2019,1231.3
9/17/2019,1229.15
9/18/2019,1232.41
9/19/2019,1238.71
9/20/2019,1229.93
9/23/2019,1234.03
9/24/2019,1218.76
9/25/2019,1246.52
9/26/2019,1241.39
9/27/2019,1225.09
9/30/2019,1219
10/1/2019,1205.1
10/2/2019,1176.63
10/3/2019,1187.83
10/4/2019,1209
10/7/2019,1207.68
10/8/2019,1189.13
10/9/2019,1202.31
10/10/2019,1208.67
10/11/2019,1215.45
10/14/2019,1217.14
10/15/2019,1243.01
10/16/2019,1243.64
10/17/2019,1253.07
10/18/2019,1245.49
10/21/2019,1246.15
10/22/2019,1242.8
10/23/2019,1259.13
10/24/2019,1260.99
10/25/2019,1265.13
10/28/2019,1290
10/29/2019,1262.62
10/30/2019,1261.29
10/31/2019,1260.11
11/1/2019,1273.74
11/4/2019,1291.37
11/5/2019,1292.03
11/6/2019,1291.8
11/7/2019,1308.86
11/8/2019,1311.37
11/11/2019,1299.19
11/12/2019,1298.8
11/13/2019,1298
11/14/2019,1311.46
11/15/2019,1334.87
11/18/2019,1320.7
11/19/2019,1315.46
11/20/2019,1303.05
11/21/2019,1301.35
11/22/2019,1295.34
11/25/2019,1306.69
11/26/2019,1313.55
11/27/2019,1312.99
11/29/2019,1304.96
12/2/2019,1289.92
12/3/2019,1295.28
12/4/2019,1320.54
12/5/2019,1328.13
12/6/2019,1340.62
12/9/2019,1343.56
12/10/2019,1344.66
12/11/2019,1345.02
12/12/2019,1350.27
12/13/2019,1347.83
12/16/2019,1361.17
12/17/2019,1355.12
12/18/2019,1352.62
12/19/2019,1356.04
12/20/2019,1349.59
12/23/2019,1348.84
12/24/2019,1343.56
12/26/2019,1360.4
12/27/2019,1351.89
12/30/2019,1336.14
12/31/2019,1337.02
1/2/2020,1367.37
1/3/2020,1360.66
1/6/2020,1394.21
1/7/2020,1393.34
1/8/2020,1404.32
1/9/2020,1419.83
1/10/2020,1429.73
1/13/2020,1439.23
1/14/2020,1430.88
1/15/2020,1439.2
1/16/2020,1451.7
1/17/2020,1480.39
1/21/2020,1484.4
1/22/2020,1485.95
1/23/2020,1486.65
1/24/2020,1466.71
1/27/2020,1433.9
1/28/2020,1452.56
1/29/2020,1458.63
1/30/2020,1455.84
1/31/2020,1434.23
2/3/2020,1485.94
2/4/2020,1447.07
2/5/2020,1448.23
2/6/2020,1476.23
2/7/2020,1479.23
2/10/2020,1508.68
2/11/2020,1508.79
2/12/2020,1518.27
2/13/2020,1514.66
2/14/2020,1520.74
2/18/2020,1519.67
2/19/2020,1526.69
2/20/2020,1518.15
2/21/2020,1485.11
2/24/2020,1421.59
2/25/2020,1388.45
2/26/2020,1393.18
2/27/2020,1318.09
2/28/2020,1339.33
3/2/2020,1389.11
3/3/2020,1341.39
3/4/2020,1386.52
3/5/2020,1319.04
3/6/2020,1298.41
3/9/2020,1215.56
3/10/2020,1280.39
3/11/2020,1215.41
3/12/2020,1114.91
3/13/2020,1219.73
3/16/2020,1084.33
3/17/2020,1119.8
3/18/2020,1096.8
3/19/2020,1115.29
3/20/2020,1072.32
3/23/2020,1056.62
3/24/2020,1134.46
3/25/2020,1102.49
3/26/2020,1161.75
3/27/2020,1110.71
3/30/2020,1146.82
3/31/2020,1162.81
4/1/2020,1105.62
4/2/2020,1120.84
4/3/2020,1097.88
4/6/2020,1186.92
4/7/2020,1186.51
4/8/2020,1210.28
4/9/2020,1211.45
4/13/2020,1217.56
4/14/2020,1269.23
4/15/2020,1262.47
4/16/2020,1263.47
4/17/2020,1283.25
4/20/2020,1266.61
4/21/2020,1216.34
4/22/2020,1263.21
4/23/2020,1276.31
4/24/2020,1279.31
4/27/2020,1275.88
4/28/2020,1233.67
4/29/2020,1341.48
4/30/2020,1348.66
5/1/2020,1320.61
5/4/2020,1326.8
5/5/2020,1351.11
5/6/2020,1347.3
5/7/2020,1372.56
5/8/2020,1388.37
5/11/2020,1403.26
5/12/2020,1375.74
5/13/2020,1349.33
